Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK50,OUT049,2794.8657
FDG31,OUT045,1115.9049
FDC60,OUT045,1524.0786
FDL36,OUT013,1408.6101
FDP21,OUT013,3071.1057
FDW16,OUT045,1515.8748
FDX02,OUT017,3748.6458
FDQ58,OUT027,3846.7197
FDT51,OUT046,1911.6898
FDD59,OUT049,1467.38
NCM42,OUT018,1555.4117
FDA57,OUT018,493.94742
FDZ48,OUT035,1893.7467
FDE46,OUT045,2575.902
NCZ30,OUT019,347.5306
FDB56,OUT017,3133.0024
FDA25,OUT027,2586.595
FDD20,OUT013,1992.9546
FDL25,OUT013,1495.623
NCO18,OUT049,2972.7693
FDJ45,OUT017,629.24304
FDR12,OUT035,2914.2869
NCF19,OUT010,304.6142
FDK25,OUT046,2872.4478
NCR17,OUT046,1912.0707
FDC52,OUT046,2556.1501
NCA54,OUT017,2997.912
FDR45,OUT010,744.65106
NCM19,OUT049,2047.4265
FDF39,OUT027,6308.4844
FDX23,OUT049,1705.7577
FDD58,OUT027,2497.152
FDX28,OUT013,1618.979
NCD31,OUT013,2567.0938
FDU57,OUT018,2043.7328
FDI27,OUT046,883.02277
NCM42,OUT046,1823.4353
FDD32,OUT027,2115.2861
FDI34,OUT013,3634.7297
NCM29,OUT049,2342.9888
FDG46,OUT018,1572.7529
DRC01,OUT010,315.1608
FDB15,OUT027,6263.256
NCA17,OUT027,3777.1787
FDF10,OUT046,2477.4255
FDR26,OUT027,4496.466
FDI02,OUT049,1941.204
NCM54,OUT010,418.4243
FDF14,OUT013,2405.9617
FDJ33,OUT010,437.68378
FDM20,OUT035,3936.101
FDC03,OUT027,5010.5054
NCX05,OUT046,1941.1005
NCM41,OUT027,2343.7495
NCU29,OUT010,465.97635
FDQ59,OUT017,1415.3494
FDH46,OUT010,381.5746
FDH09,OUT013,797.01117
NCD06,OUT045,839.84875
FDC15,OUT035,2628.7522
DRD37,OUT027,1330.4447
FDT28,OUT027,3482.0662
FDR28,OUT027,4118.3623
FDT38,OUT017,1467.8948
FDV34,OUT027,1948.6317
FDY52,OUT035,1083.152
FDB34,OUT013,1284.3198
DRL23,OUT018,1496.3392
DRB24,OUT046,2453.3184
FDJ50,OUT046,989.1435
FDQ49,OUT035,2637.3684
FDP20,OUT035,2146.7244
FDV19,OUT027,4003.8533
NCR54,OUT045,3135.3357
FDO09,OUT010,877.756
FDS57,OUT018,2018.1073
FDN10,OUT049,2140.7751
FDV23,OUT049,2194.156
FDY28,OUT049,3499.752
DRG51,OUT013,2608.2007
FDD45,OUT019,276.14032
NCL18,OUT027,4994.5034
NCM29,OUT013,2064.2036
FDF17,OUT027,5021.214
FDE22,OUT017,2700.5571
FDQ22,OUT017,674.6632
FDS01,OUT013,2918.8906
FDW35,OUT027,1211.3475
FDJ33,OUT046,2153.7827
NCF54,OUT035,2893.128
FDE09,OUT013,1733.9951
NCE06,OUT045,2659.0532
DRH49,OUT049,1527.6858
FDY43,OUT045,2789.9702
NCT05,OUT017,4044.2703
FDZ34,OUT045,3095.408
FDL38,OUT017,1327.6536
FDZ31,OUT017,3166.0947
FDR14,OUT035,969.46686
NCN54,OUT049,1430.4463
NCC42,OUT027,3476.1206
FDK08,OUT017,1685.0088
FDP59,OUT013,1700.7076
FDV22,OUT035,2756.9043
FDD33,OUT035,3810.7798
DRE60,OUT027,5686.556
FDK52,OUT046,3538.5732
FDA02,OUT017,2178.9226
FDM56,OUT049,1932.604
FDE57,OUT035,2378.2527
FDM32,OUT045,1503.4324
NCQ30,OUT027,3019.6438
FDQ27,OUT027,2577.103
FDT60,OUT027,2876.0947
FDU43,OUT049,3700.619
NCO55,OUT035,1897.2463
FDG02,OUT045,3101.281
FDJ28,OUT013,3145.3625
FDP40,OUT045,1870.9413
FDJ38,OUT045,3146.1504
NCC54,OUT017,3903.4556
NCZ41,OUT046,2069.0383
FDK38,OUT019,436.65536
FDU52,OUT013,2488.1086
FDC40,OUT046,1356.9878
NCR30,OUT017,1265.1069
NCN18,OUT017,1892.3438
FDB50,OUT035,1347.786
FDG04,OUT013,2962.3062
FDR26,OUT035,2980.3628
NCT17,OUT018,2558.8364
FDX35,OUT027,5605.814
FDS12,OUT046,2245.9067
NCZ29,OUT027,3116.499
FDB38,OUT010,425.314
FDP12,OUT013,681.4114
FDP22,OUT046,961.08203
FDS26,OUT018,3583.971
FDR52,OUT046,3097.9663
DRJ13,OUT046,2529.1252
FDU48,OUT027,3011.8333
FDE29,OUT035,1050.5736
NCT29,OUT049,2142.495
DRK37,OUT018,2553.0176
FDK55,OUT046,1510.5131
FDR07,OUT046,1649.1237
FDO21,OUT027,5636.6743
FDK46,OUT049,3514.6958
FDB12,OUT045,1366.0457
FDT31,OUT027,4624.899
FDJ33,OUT045,2186.2788
FDC26,OUT027,2674.3274
NCQ02,OUT045,3030.0576
FDP08,OUT010,590.5587
FDB11,OUT027,5615.7314
FDV55,OUT013,2333.5886
FDW20,OUT049,2132.127
NCJ18,OUT019,347.5306
FDC41,OUT018,1045.3195
FDE14,OUT027,2522.903
FDG35,OUT013,2903.8662
FDF45,OUT035,1003.3121
FDS19,OUT027,2033.2684
FDS58,OUT019,516.9231
FDA26,OUT017,3679.3892
FDM32,OUT049,1557.0988
FDL45,OUT046,2104.571
FDZ55,OUT049,2730.1553
FDY37,OUT049,2445.0415
FDO46,OUT046,2959.1052
FDQ60,OUT046,2176.4102
FDA19,OUT018,1833.509
FDL15,OUT046,2431.5732
FDM10,OUT018,2809.8457
NCL05,OUT017,740.14514
DRK49,OUT010,361.79553
NCE18,OUT027,6197.9785
FDG40,OUT049,728.7106
DRI59,OUT045,3517.3555
FDK28,OUT035,4062.8142
NCD06,OUT019,210.27115
FDO11,OUT019,915.01447
FDK27,OUT046,1983.0287
FDT43,OUT027,1461.9333
FDD38,OUT018,1422.7504
FDA16,OUT049,3600.1038
FDL14,OUT027,3810.1265
NCM17,OUT049,863.79236
FDD20,OUT045,2078.374
FDA40,OUT045,1482.122
FDL43,OUT045,1350.0399
FDV15,OUT045,1772.3958
FDE52,OUT046,1571.1062
NCL17,OUT010,454.36575
NCJ31,OUT045,3524.2646
FDR60,OUT045,1324.961
NCA18,OUT035,2024.3003
FDS21,OUT027,1704.3711
FDW09,OUT035,1420.4825
FDL26,OUT035,2602.73
FDS47,OUT018,1287.3999
FDC39,OUT046,3338.5403
FDT51,OUT035,1969.1945
FDK40,OUT035,4159.425
NCG19,OUT045,3577.3948
FDZ07,OUT046,1129.7621
FDF08,OUT027,2258.9001
FDO04,OUT013,868.2237
FDK41,OUT018,1170.7432
FDP15,OUT049,3625.3704
NCD43,OUT018,1483.8282
NCP18,OUT013,2342.659
FDZ51,OUT046,1647.8093
DRH13,OUT035,1973.74
FDF38,OUT045,741.2574
NCI43,OUT045,885.03186
FDM38,OUT027,1397.6736
FDS03,OUT013,998.17084
DRJ47,OUT017,2834.671
FDT50,OUT010,288.04736
FDV02,OUT046,2836.605
NCG18,OUT017,1683.0463
FDW52,OUT046,2715.4348
FDS40,OUT035,690.0941
FDN31,OUT017,3132.3586
FDA37,OUT045,2069.4114
FDA15,OUT046,3833.6523
FDL39,OUT046,3005.1436
FDJ53,OUT045,2057.8325
FDX22,OUT013,3383.9475
NCZ42,OUT045,3612.7146
FDD56,OUT027,4500.285
FDD40,OUT017,3220.891
FDS50,OUT013,3817.1646
NCN14,OUT013,2890.0188
FDT15,OUT013,2954.411
NCS18,OUT027,2717.1038
NCO26,OUT010,385.16885
FDF58,OUT018,819.06726
NCB19,OUT013,1351.6067
FDH26,OUT017,2370.7598
DRB24,OUT027,3773.8992
FDA49,OUT018,1228.8142
FDB32,OUT045,1621.3455
FDI36,OUT017,3272.0303
NCA17,OUT010,471.84973
FDH22,OUT013,2004.1423
NCM26,OUT018,2128.07
FDT15,OUT027,4668.224
FDB16,OUT018,1237.7156
NCP54,OUT027,3068.088
FDJ36,OUT013,1649.7336
FDO28,OUT045,2010.2839
FDU09,OUT013,902.3144
FDF29,OUT017,1900.3241
FDY08,OUT013,2257.1978
DRJ59,OUT018,455.30002
FDT23,OUT027,2066.637
FDU15,OUT018,481.38214
FDT47,OUT013,1560.4243
FDI53,OUT019,510.42477
FDR59,OUT018,3544.92
FDD53,OUT035,745.7232
FDY51,OUT017,3573.6348
FDT04,OUT049,767.8939
FDU51,OUT049,2967.5715
FDG14,OUT035,2583.699
NCU06,OUT045,3540.05
DRG25,OUT046,2774.7998
DRH49,OUT035,1531.4358
FDN15,OUT035,2405.9377
FDL43,OUT018,1054.0525
NCT18,OUT049,3038.8315
NCB31,OUT013,4254.9614
FDK57,OUT035,2146.4065
FDY04,OUT019,510.42477
NCP54,OUT046,2009.1213
FDF41,OUT013,4311.539
FDM01,OUT045,1717.61
FDW03,OUT045,1808.3152
FDF28,OUT045,2053.7358
FDY37,OUT017,2386.4827
FDQ03,OUT017,3850.1584
FDP51,OUT027,2934.5693
FDJ40,OUT017,1871.5481
FDC32,OUT049,1660.0371
DRI49,OUT027,2101.725
NCW54,OUT017,945.1339
FDF09,OUT017,668.5049
FDP45,OUT018,3085.152
DRJ23,OUT018,2555.628
FDS59,OUT017,1891.0554
FDY08,OUT046,2317.1829
FDX16,OUT049,2420.63
FDY16,OUT018,2415.3577
FDK32,OUT035,2600.5898
FDQ22,OUT013,647.2845
NCC31,OUT018,2145.9133
FDG58,OUT049,2689.0312
DRF48,OUT013,2922.7832
DRH36,OUT049,1406.6798
NCR30,OUT035,1329.9043
FDB03,OUT019,810.813
FDZ28,OUT027,3102.058
FDR35,OUT017,3251.7876
DRD15,OUT027,5448.7505
FDJ33,OUT019,401.6427
FDA56,OUT010,390.60086
FDP56,OUT046,880.9483
NCT30,OUT046,901.0065
FDK15,OUT017,1712.0835
FDH44,OUT018,1958.8756
FDV01,OUT013,2469.33
DRG03,OUT017,2517.7568
FDG50,OUT027,2258.7202
FDR16,OUT010,659.068
FDZ60,OUT046,1923.3315
DRG03,OUT045,2543.238
FDS56,OUT018,3336.8157
FDU33,OUT045,873.383
DRD27,OUT035,1712.704
FDW22,OUT046,3216.609
DRA24,OUT045,2798.22
FDF38,OUT049,765.4319
FDX48,OUT013,2416.946
FDS58,OUT018,2160.5635
FDC32,OUT046,1585.2091
NCQ29,OUT045,3827.9148
DRK39,OUT018,1191.6998
NCS38,OUT017,1941.1854
DRO47,OUT013,1779.4142
DRG27,OUT027,1295.329
FDC57,OUT027,4924.351
FDS55,OUT046,2394.3413
NCJ06,OUT018,1693.0212
FDO01,OUT019,402.58823
NCM55,OUT045,2985.1907
FDC52,OUT049,2616.7517
FDQ15,OUT045,1399.0726
NCT30,OUT027,1394.4042
NCR42,OUT027,1082.2756
FDD28,OUT035,1002.32587
FDQ34,OUT049,1927.108
FDZ12,OUT027,3300.1006
DRE13,OUT019,283.86237
NCN07,OUT019,388.60962
FDM28,OUT035,3030.4702
FDI10,OUT017,2885.6526
FDQ25,OUT013,2741.1743
FDA38,OUT010,783.29205
DRI13,OUT049,3393.7163
FDY20,OUT027,2300.0994
NCZ53,OUT035,3125.1138
NCM31,OUT013,2257.6787
DRB01,OUT017,3148.6565
DRF37,OUT046,3036.5396
NCF42,OUT049,2972.7693
FDF16,OUT018,2198.9756
FDB41,OUT013,767.3279
FDR34,OUT013,3621.5493
FDR15,OUT018,2079.979
NCV42,OUT019,321.6957
FDW51,OUT035,3462.451
FDU36,OUT017,1639.4236
FDX60,OUT049,1435.918
FDY03,OUT035,2003.9312
FDW55,OUT045,3802.2175
FDT01,OUT010,483.9297
FDG58,OUT013,2545.3206
FDK21,OUT017,3848.353
NCS41,OUT019,519.6162
FDS10,OUT045,2950.882
NCT53,OUT046,2586.5444
FDJ28,OUT018,2617.216
FDX44,OUT045,1486.5532
FDT20,OUT018,475.31366
FDO44,OUT017,1802.5485
NCX17,OUT049,3624.5142
FDY01,OUT017,1971.2013
FDJ12,OUT027,5189.289
DRK35,OUT018,575.60187
FDD47,OUT019,557.7298
NCM53,OUT035,1860.8156
FDO45,OUT013,1465.8822
NCM42,OUT010,386.1307
FDE04,OUT046,2930.3457
NCI30,OUT027,6141.1245
FDZ19,OUT013,2820.9521
FDW57,OUT013,2890.293
FDA25,OUT013,1655.2495
FDT22,OUT046,1155.4359
FDP51,OUT013,1941.4886
FDD48,OUT027,2703.964
FDY39,OUT035,3084.4604
FDO48,OUT010,534.7794
FDD23,OUT027,3783.8137
DRN35,OUT027,1167.9431
FDT01,OUT035,3604.667
FDC20,OUT010,380.31375
DRJ35,OUT035,1058.7219
FDB32,OUT046,1601.2288
FDL24,OUT046,3088.2407
NCV42,OUT035,1987.6648
FDZ46,OUT046,1874.305
FDC15,OUT013,2485.3647
FDD08,OUT019,329.6436
FDY50,OUT049,1567.6161
FDD36,OUT013,1831.2217
FDG57,OUT027,1419.4551
FDL21,OUT018,524.99335
FDN16,OUT027,2529.7678
FDJ09,OUT027,1345.1001
FDS01,OUT010,464.64822
FDV33,OUT017,4053.3313
DRE12,OUT017,1946.3849
FDR07,OUT013,1537.1406
FDP48,OUT010,379.5145
NCB55,OUT035,1025.3557
FDQ08,OUT013,945.5531
FDR34,OUT035,3661.5405
FDO33,OUT046,1916.5621
FDP13,OUT045,715.32776
FDX12,OUT049,4076.137
NCT06,OUT049,2822.687
FDR16,OUT019,684.73267
FDE36,OUT046,2781.2952
FDZ36,OUT049,3240.9326
FDV13,OUT045,1460.5972
NCZ17,OUT035,699.17834
FDU56,OUT045,2984.711
FDM09,OUT035,2967.627
FDV02,OUT017,2822.4712
FDS34,OUT018,1446.4186
FDA11,OUT049,1688.837
FDP09,OUT017,3457.082
FDB29,OUT027,2816.0894
FDT19,OUT017,2870.3198
DRH15,OUT017,776.952
FDY38,OUT046,3677.8362
FDF14,OUT027,3701.831
FDN48,OUT010,272.03506
FDQ12,OUT013,4020.9397
NCJ43,OUT045,2812.5303
FDE17,OUT019,476.1106
FDB05,OUT035,4016.6255
FDH10,OUT045,3078.4895
NCR06,OUT017,711.12213
FDU32,OUT018,1716.824
FDD56,OUT049,2922.44
FDO36,OUT018,2476.4568
FDH16,OUT010,316.6064
FDX10,OUT018,458.91898
FDZ37,OUT017,1495.4103
FDU31,OUT010,690.07776
DRC49,OUT049,2571.0876
FDL15,OUT045,2538.3345
FDN32,OUT019,542.91943
DRH59,OUT027,1978.046
NCU29,OUT049,2546.1614
FDR37,OUT019,593.4013
FDS14,OUT018,2161.7905
FDU02,OUT027,5691.878
FDJ08,OUT035,3214.177
NCZ06,OUT045,3712.9846
FDO31,OUT049,1417.0079
FDH31,OUT018,1415.4003
FDS58,OUT017,2682.3965
NCA53,OUT027,1417.4991
FDF50,OUT046,3259.8245
NCW42,OUT049,3488.5198
NCQ17,OUT045,2584.526
FDK51,OUT018,3614.6694
NCW41,OUT010,495.77353
NCR29,OUT017,927.5287
FDB08,OUT019,464.33136
FDA40,OUT027,2197.3674
FDL14,OUT018,2095.0193
FDB47,OUT046,2942.814
FDO03,OUT035,3623.1743
DRK13,OUT019,530.0404
FDX13,OUT010,813.3194
FDF52,OUT046,2955.4294
FDT11,OUT013,3055.7183
FDB08,OUT013,2570.04
FDQ28,OUT018,2063.213
FDD29,OUT045,3956.1702
NCQ29,OUT027,6330.099
NCO02,OUT013,1020.8685
FDR56,OUT010,598.1889
NCM54,OUT049,2215.0498
FDP51,OUT035,2055.7566
FDT38,OUT013,1330.8215
FDZ20,OUT018,3411.009
FDJ53,OUT013,1914.5869
FDX13,OUT049,3998.3442
FDP58,OUT035,3490.7917
NCK31,OUT019,220.4293
FDA35,OUT018,1708.6586
FDV37,OUT018,2629.1094
NCO07,OUT027,5471.39
FDA20,OUT045,3044.6692
FDZ59,OUT035,2880.2974
NCY17,OUT017,770.3473
FDQ28,OUT035,2613.7334
FDV35,OUT017,2503.4045
FDQ36,OUT013,656.46326
FDD34,OUT018,2258.7688
FDK51,OUT045,4134.4546
FDV31,OUT035,2880.7493
FDR04,OUT035,1648.3019
FDR14,OUT049,1024.0533
DRC36,OUT010,636.2298
FDE39,OUT019,355.8224
FDP57,OUT049,1927.108
FDE57,OUT046,2323.7747
NCN18,OUT046,1867.1935
NCQ05,OUT018,2083.768
FDW47,OUT035,1891.9639
FDV46,OUT035,2436.6772
NCP29,OUT045,1081.9454
FDE09,OUT018,1567.8153
NCU06,OUT027,5835.2793
FDT19,OUT010,519.59344
DRF15,OUT017,2517.7568
DRI51,OUT013,2754.5132
NCX54,OUT013,1646.6439
DRE01,OUT013,3578.7568
NCB07,OUT045,3122.3413
FDU50,OUT035,1958.9209
FDG40,OUT035,663.01917
FDW10,OUT018,2398.7124
FDX51,OUT013,3136.1033
NCP17,OUT045,1098.1536
FDP21,OUT035,2762.78
FDL04,OUT045,1783.4973
FDV23,OUT013,1919.642
FDF24,OUT046,1508.9431
FDH56,OUT027,2793.912
FDB51,OUT049,1117.2969
FDI58,OUT027,2352.1108
FDR20,OUT013,748.7205
FDC51,OUT018,1676.457
FDB16,OUT027,2212.3726
FDE40,OUT049,1069.4116
NCM17,OUT035,799.7501
FDU56,OUT035,3106.279
FDS32,OUT019,433.39996
FDX02,OUT049,3696.1292
FDT39,OUT027,3104.9902
FDE35,OUT017,943.60425
NCI42,OUT019,570.6207
DRL23,OUT046,1782.6508
FDA10,OUT046,2052.382
FDA11,OUT013,1482.4968
NCM06,OUT046,2573.5256
NCT05,OUT035,3922.2568
NCQ02,OUT010,597.08
NCY06,OUT049,2277.7935
FDY56,OUT035,3653.5288
FDL02,OUT035,1782.3915
NCI06,OUT035,2959.7104
FDQ14,OUT045,2482.5005
FDQ12,OUT017,3800.7654
FDP36,OUT046,972.98236
FDK21,OUT027,6085.214
FDO40,OUT045,2442.554
NCK54,OUT019,388.73526
FDY09,OUT018,2410.23
NCW30,OUT049,3689.1206
NCC55,OUT027,1179.0477
FDE58,OUT018,1681.2842
FDR39,OUT013,2913.3374
FDU28,OUT049,3142.8528
FDH08,OUT017,3780.7202
FDG35,OUT045,2983.774
FDG22,OUT049,800.6642
FDC34,OUT035,2756.9043
FDP15,OUT018,3229.085
FDK34,OUT010,744.65106
FDU45,OUT035,2078.2285
FDQ04,OUT027,1223.0262
FDX22,OUT018,2715.461
FDB45,OUT017,1755.2048
NCH43,OUT027,5586.6255
DRE60,OUT046,3029.9736
FDD17,OUT027,5906.044
NCM54,OUT017,2148.9924
NCH55,OUT013,2013.379
NCT06,OUT017,2743.3657
FDA48,OUT027,5273.605
FDY58,OUT027,5736.3125
FDO25,OUT045,3445.1414
FDN50,OUT045,1579.1282
FDH35,OUT035,2872.9653
FDK09,OUT045,3399.0042
FDO16,OUT013,1294.002
FDW11,OUT045,1089.2726
FDU47,OUT027,3413.159
NCQ42,OUT010,421.1259
FDK55,OUT027,2299.281
FDN08,OUT049,2013.2394
FDT57,OUT045,3457.4807
FDJ12,OUT018,2810.6152
DRL59,OUT017,894.8578
NCN53,OUT046,717.3546
FDO51,OUT010,261.33752
FDK56,OUT017,3115.6106
FDY12,OUT035,928.87994
FDU15,OUT035,731.1638
FDQ19,OUT046,3581.5361
DRF15,OUT045,2543.238
DRE25,OUT019,296.76202
FDK57,OUT018,1708.602
FDD33,OUT010,750.5945
FDR34,OUT027,5717.276
FDU04,OUT045,2042.0233
FDE35,OUT019,260.8361
NCD31,OUT035,2761.279
FDJ56,OUT035,1764.7114
NCU53,OUT046,2586.5444
FDD39,OUT035,3579.5579
NCU17,OUT019,299.10727
FDJ20,OUT046,2095.5295
NCW41,OUT018,2157.543
FDL52,OUT035,725.5067
FDS39,OUT035,2454.688
DRJ47,OUT045,2831.4116
FDP13,OUT010,224.81212
DRK39,OUT010,363.54385
FDF28,OUT010,365.29
FDB09,OUT045,2109.7864
FDM51,OUT046,1742.5085
DRM49,OUT018,595.39044
DRF23,OUT013,2842.2122
DRH01,OUT035,2964.4336
FDH12,OUT027,2521.271
FDA28,OUT019,378.92102
FDW37,OUT018,1289.0929
FDF02,OUT046,1803.8671
DRL37,OUT046,870.67365
NCF43,OUT046,2386.8215
FDH08,OUT010,735.8063
FDR34,OUT019,671.8428
NCK19,OUT049,3250.2227
NCD55,OUT018,520.23846
FDT27,OUT049,3536.4685
FDQ57,OUT045,2492.314
FDA47,OUT035,2778.7314
DRG15,OUT027,1734.0966
FDE05,OUT018,1947.1586
FDN46,OUT046,1612.0438
FDX27,OUT027,2339.5898
FDT51,OUT045,1909.3533
FDU33,OUT013,744.7055
FDJ16,OUT027,1652.912
FDD20,OUT019,356.98267
FDT36,OUT049,735.6458
DRF15,OUT027,3767.3594
FDN52,OUT010,275.79233
FDC22,OUT027,4829.1445
FDX15,OUT045,2650.2024
FDT13,OUT013,3082.7998
FDU04,OUT017,2043.9089
FDU31,OUT019,682.6656
FDW59,OUT027,2134.89
NCO29,OUT046,2599.3433
FDL15,OUT035,2621.62
FDI41,OUT049,2494.0115
FDQ48,OUT049,1718.6941
DRI39,OUT013,875.7962
FDI08,OUT013,4282.67
FDC21,OUT049,1911.0751
FDF58,OUT035,1150.9417
FDS08,OUT010,535.21747
FDE47,OUT045,2183.225
NCP18,OUT019,439.31186
NCR41,OUT013,1515.5829
FDA27,OUT013,4466.468
FDA43,OUT035,3112.593
FDA49,OUT045,1461.7869
NCE55,OUT018,2427.0437
DRM49,OUT027,1324.5714
FDF22,OUT027,5447.666
FDQ15,OUT018,1109.0323
NCS54,OUT017,2886.1545
NCY05,OUT013,587.15643
FDR45,OUT046,3091.7463
FDK57,OUT049,2204.6252
FDF41,OUT010,837.43726
FDV21,OUT046,2091.6353
FDD51,OUT046,862.62933
FDF33,OUT046,1860.8591
FDA38,OUT046,3734.9492
FDR56,OUT045,3167.9753
NCN41,OUT017,2051.2932
FDC60,OUT027,2215.6313
FDB47,OUT045,3234.5444
DRH01,OUT013,2728.7
FDW08,OUT046,1775.3568
FDF38,OUT027,1258.4858
FDY32,OUT017,2687.279
FDG34,OUT049,1983.1587
FDG47,OUT019,511.35358
NCF18,OUT035,3148.77
FDL39,OUT019,579.3873
NCH55,OUT035,2189.4797
DRJ35,OUT049,1113.6425
FDS44,OUT035,3812.7432
DRE01,OUT018,3176.7544
FDY39,OUT013,2970.7444
FDY32,OUT018,2223.1416
FDR33,OUT027,2762.1829
NCP50,OUT049,1507.0164
FDZ47,OUT018,1391.835
FDU57,OUT049,2674.1301
FDY44,OUT013,3181.1587
DRH59,OUT018,1005.8414
FDB03,OUT027,5985.6353
FDY46,OUT045,3010.0757
FDM39,OUT045,2748.419
FDY36,OUT035,1276.3916
NCM55,OUT035,3083.5383
FDJ50,OUT010,292.7233
DRL60,OUT013,2380.3452
NCJ54,OUT049,3568.0789
FDX59,OUT017,640.6681
FDI07,OUT013,3219.8975
DRF51,OUT010,297.86023
FDM14,OUT017,1846.958
FDP21,OUT045,3097.296
FDE40,OUT035,1087.0917
FDE05,OUT035,2500.4785
FDM13,OUT027,3165.668
FDC34,OUT027,3825.2886
NCI55,OUT018,1732.9479
NCE43,OUT018,2304.3054
FDW58,OUT018,1540.4463
FDG60,OUT045,3811.147
FDV31,OUT017,2914.7493
FDR47,OUT013,3056.0132
FDM60,OUT019,212.68391
NCF06,OUT018,3306.0789
NCN26,OUT027,2924.3716
FDQ59,OUT049,1478.7181
FDF09,OUT046,729.8833
NCS06,OUT017,4075.653
FDT44,OUT046,1974.6564
FDI19,OUT017,3871.714
FDT22,OUT017,1018.8963
NCF54,OUT027,4348.225
DRG25,OUT045,3011.7954
FDB59,OUT017,3259.6128
FDQ37,OUT017,3198.0051
FDP56,OUT035,849.89136
FDW44,OUT035,2897.9917
FDJ26,OUT010,615.5469
FDU43,OUT018,3061.594
FDW33,OUT045,1847.1216
NCX53,OUT027,3583.9111
FDN56,OUT010,434.02728
DRF15,OUT049,2631.8484
FDO33,OUT017,1947.4292
FDZ39,OUT010,349.935
NCJ19,OUT017,949.1906
FDU01,OUT035,3125.3784
FDT12,OUT035,3837.5972
NCM18,OUT018,828.03613
FDP19,OUT017,2156.5706
NCR42,OUT049,733.6009
FDN10,OUT046,1998.9814
FDG44,OUT017,927.3684
FDQ10,OUT046,2622.0376
DRH13,OUT049,1956.9337
FDT52,OUT013,4243.5913
FDM56,OUT045,1869.9998
NCO43,OUT010,374.86383
NCV29,OUT035,2979.2336
NCF06,OUT013,4254.9614
FDO50,OUT035,1570.7803
FDT59,OUT013,4025.6626
FDX40,OUT027,1190.6394
FDE50,OUT017,3102.9304
FDX51,OUT017,3276.0063
NCD30,OUT018,1395.4619
FDK15,OUT013,1584.7385
FDL12,OUT045,1054.0142
FDK46,OUT017,3902.1592
DRH49,OUT010,381.63644
FDQ57,OUT046,2348.942
FDY59,OUT017,1576.3248
FDO09,OUT018,3155.9612
NCG30,OUT035,2205.7214
FDM09,OUT017,2834.7937
NCN17,OUT027,2560.7336
NCS42,OUT013,1401.0148
FDD02,OUT019,348.88208
FDE34,OUT013,2829.869
FDU38,OUT045,3134.8533
FDB33,OUT046,2548.3735
NCJ29,OUT017,1470.0228
FDZ27,OUT035,862.12744
FDI40,OUT013,1604.535
FDG22,OUT013,640.6883
FDT51,OUT017,1874.2344
FDF20,OUT018,2716.4624
FDV50,OUT035,2100.3691
FDT02,OUT049,754.4608
DRC49,OUT017,2432.9722
FDF26,OUT049,2614.1396
FDV52,OUT035,2032.4235
FDX59,OUT049,753.22626
FDV25,OUT035,3717.7083
FDW23,OUT027,1212.0625
FDE53,OUT018,1527.7156
FDA19,OUT017,2187.7527
FDH22,OUT046,2104.571
NCO41,OUT013,1532.0356
FDX12,OUT017,4081.6213
FDF17,OUT013,3270.1604
FDS11,OUT045,3702.5447
FDR51,OUT035,2613.534
FDT49,OUT010,321.98145
FDC56,OUT013,1912.3634
FDR13,OUT027,2852.3044
FDQ60,OUT035,2067.7754
FDN38,OUT049,3939.5754
NCL29,OUT013,2497.871
FDO13,OUT027,4007.9082
FDE26,OUT018,1996.2458
FDA31,OUT010,516.1474
FDX14,OUT035,1298.5244
FDA34,OUT045,2898.641
FDF26,OUT013,2453.1008
FDE38,OUT045,2718.641
DRI11,OUT046,1903.5664
FDQ60,OUT027,2852.065
FDL21,OUT027,1213.6971
DRC12,OUT027,4881.3267
FDC47,OUT046,3056.4004
FDE57,OUT045,2340.64
FDT14,OUT045,2018.6497
NCZ53,OUT046,2900.2185
FDE28,OUT018,3009.6516
FDR19,OUT035,2472.3132
NCF54,OUT019,492.90927
FDZ08,OUT046,1431.0569
NCJ05,OUT018,2132.94
FDF59,OUT046,2149.183
NCO05,OUT035,1757.2034
FDW24,OUT018,703.90717
NCX42,OUT018,2279.8696
NCA53,OUT035,944.75287
FDI45,OUT019,518.04584
FDG46,OUT046,1977.8339
FDM20,OUT010,812.5823
FDW11,OUT010,287.70227
FDX08,OUT035,3013.3604
NCK17,OUT035,755.9304
FDK32,OUT018,2016.3007
NCA42,OUT035,2716.791
DRI01,OUT035,2937.3403
NCL55,OUT049,3699.4346
DRE25,OUT018,1349.1094
FDD14,OUT017,3016.1016
FDB10,OUT046,3083.0127
DRN11,OUT035,2489.7817
FDP38,OUT018,676.19
NCA30,OUT017,3109.8381
FDT15,OUT017,2751.5618
NCP55,OUT018,750.45984
FDF12,OUT035,2446.1106
FDM21,OUT018,3141.851
FDX56,OUT035,3402.4116
FDF10,OUT017,2446.8142
FDT32,OUT045,3082.2444
FDM51,OUT018,1415.4003
NCR50,OUT018,2133.7473
FDI19,OUT049,3586.5498
FDX21,OUT017,1831.943
FDR31,OUT035,2488.4604
FDY02,OUT013,4596.834
NCA29,OUT045,2784.8428
NCX17,OUT046,3338.9211
FDM12,OUT045,3187.8154
FDI53,OUT027,4031.0498
NCU30,OUT049,2794.775
FDC56,OUT027,3005.422
FDK27,OUT018,1749.369
